	Kingdom	Phylum	Class	Order	Family	Genus	Species	ASV_id	ASV_id	taxa_name
ASV1601	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Microdochiaceae	g__Microdochium	s__phragmitis	[1601]	ASV1601	g_Microdochium s  phragmitis [1601]
ASV1602	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	Unknown	Unknown	Unknown	[1602]	ASV1602	o_Hymenochaetales [1602]
ASV1603	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lentitheciaceae	g__Keissleriella	Unknown	[1603]	ASV1603	g_Keissleriella [1603]
ASV1604	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1604]	ASV1604	p_Ascomycota [1604]
ASV1605	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	Unknown	Unknown	[1605]	ASV1605	f_Serendipitaceae [1605]
ASV1606	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Cyathicula	s__microspora	[1606]	ASV1606	g_Cyathicula s  microspora [1606]
ASV1607	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	Unknown	Unknown	[1607]	ASV1607	f_Ceratobasidiaceae [1607]
ASV1608	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Glomus	s__tetrastratosum	[1608]	ASV1608	g_Glomus s  tetrastratosum [1608]
ASV1609	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[1609]	ASV1609	o_Helotiales [1609]
ASV1610	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	Unknown	Unknown	Unknown	[1610]	ASV1610	o_Trechisporales [1610]
ASV1611	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1611]	ASV1611	p_Ascomycota [1611]
ASV1612	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Sphaerostilbella	s__toxica	[1612]	ASV1612	g_Sphaerostilbella s  toxica [1612]
ASV1613	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1613]	ASV1613	p_Rozellomycota [1613]
ASV1614	k__Fungi	p__Chytridiomycota	c__Rhizophlyctidomycetes	o__Rhizophlyctidales	f__Sonoraphlyctidaceae	g__Sonoraphlyctis	Unknown	[1614]	ASV1614	g_Sonoraphlyctis [1614]
ASV1615	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	s__maius	[1615]	ASV1615	g_Oidiodendron s  maius [1615]
ASV1616	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	Unknown	Unknown	[1616]	ASV1616	f_Hyaloscyphaceae [1616]
ASV1617	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1617]	ASV1617	p_Rozellomycota [1617]
ASV1618	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Hygrophoraceae	g__Hygrophorus	Unknown	[1618]	ASV1618	g_Hygrophorus [1618]
ASV1619	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	Unknown	Unknown	Unknown	[1619]	ASV1619	o_Hymenochaetales [1619]
ASV1620	k__Fungi	p__Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1620]	ASV1620	p_Basidiomycota [1620]
ASV1621	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Erythrobasidiales	Unknown	Unknown	Unknown	[1621]	ASV1621	o_Erythrobasidiales [1621]
ASV1622	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1622]	ASV1622	p_Rozellomycota [1622]
ASV1623	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1623]	ASV1623	p_Ascomycota [1623]
ASV1624	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymosphaeriaceae	Unknown	Unknown	[1624]	ASV1624	f_Didymosphaeriaceae [1624]
ASV1625	k__Fungi	p__Ascomycota	c__Sordariomycetes	Unknown	Unknown	Unknown	Unknown	[1625]	ASV1625	c_Sordariomycetes [1625]
ASV1626	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	Unknown	Unknown	[1626]	ASV1626	f_Hyaloscyphaceae [1626]
ASV1627	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Pseudocosmospora	s__vilior	[1627]	ASV1627	g_Pseudocosmospora s  vilior [1627]
ASV1628	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Sporidiobolales	Unknown	Unknown	Unknown	[1628]	ASV1628	o_Sporidiobolales [1628]
ASV1629	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[1629]	ASV1629	o_Helotiales [1629]
ASV1630	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryomycetes_ord_Incertae_sedis	f__Chrysozymaceae	Unknown	Unknown	[1630]	ASV1630	f_Chrysozymaceae [1630]
ASV1631	k__Fungi	p__Ascomycota	c__Archaeorhizomycetes	o__Archaeorhizomycetales	f__Archaeorhizomycetaceae	g__Archaeorhizomyces	Unknown	[1631]	ASV1631	g_Archaeorhizomyces [1631]
ASV1632	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Leucosporidiales	f__Leucosporidiaceae	g__Leucosporidium	Unknown	[1632]	ASV1632	g_Leucosporidium [1632]
ASV1633	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Thelebolales	f__Pseudeurotiaceae	g__Pseudogymnoascus	s__destructans	[1633]	ASV1633	g_Pseudogymnoascus s  destructans [1633]
ASV1634	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Sporidiobolales	f__Sporidiobolaceae	g__Rhodotorula	Unknown	[1634]	ASV1634	g_Rhodotorula [1634]
ASV1635	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Gorgomyces	s__hungaricus	[1635]	ASV1635	g_Gorgomyces s  hungaricus [1635]
ASV1636	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Chalara	s__pseudoaffinis	[1636]	ASV1636	g_Chalara s  pseudoaffinis [1636]
ASV1637	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1637]	ASV1637	p_Ascomycota [1637]
ASV1638	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideomycetes_ord_Incertae_sedis	f__Dothideomycetes_fam_Incertae_sedis	g__Septonema	s__fasciculare	[1638]	ASV1638	g_Septonema s  fasciculare [1638]
ASV1639	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	Unknown	Unknown	Unknown	[1639]	ASV1639	o_Hypocreales [1639]
ASV1640	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	Unknown	Unknown	[1640]	ASV1640	f_Glomeraceae [1640]
ASV1641	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Sympoventuriaceae	g__Scolecobasidium	s__excentricum	[1641]	ASV1641	g_Scolecobasidium s  excentricum [1641]
ASV1642	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	Unknown	Unknown	[1642]	ASV1642	f_Clavariaceae [1642]
ASV1643	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Ascocorticiaceae	g__Ascocorticium	Unknown	[1643]	ASV1643	g_Ascocorticium [1643]
ASV1644	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	g__Ramariopsis	s__crocea	[1644]	ASV1644	g_Ramariopsis s  crocea [1644]
ASV1645	k__Fungi	p__Ascomycota	c__Sordariomycetes	Unknown	Unknown	Unknown	Unknown	[1645]	ASV1645	c_Sordariomycetes [1645]
ASV1646	k__Fungi	p__Chytridiomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1646]	ASV1646	p_Chytridiomycota [1646]
ASV1647	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Holtermanniales	f__Holtermanniales_fam_Incertae_sedis	g__Holtermanniella	s__wattica	[1647]	ASV1647	g_Holtermanniella s  wattica [1647]
ASV1648	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1648]	ASV1648	p_Ascomycota [1648]
ASV1649	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Bartaliniaceae	Unknown	Unknown	[1649]	ASV1649	f_Bartaliniaceae [1649]
ASV1650	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1650]	ASV1650	p_Ascomycota [1650]
ASV1651	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	Unknown	Unknown	Unknown	[1651]	ASV1651	o_Xylariales [1651]
ASV1652	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Ascocorticiaceae	g__Ascocorticium	Unknown	[1652]	ASV1652	g_Ascocorticium [1652]
ASV1653	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[1653]	ASV1653	o_Helotiales [1653]
ASV1654	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Russulaceae	g__Lactarius	s__hengduanensis	[1654]	ASV1654	g_Lactarius s  hengduanensis [1654]
ASV1655	k__Fungi	p__Basidiomycota	c__Tremellomycetes	Unknown	Unknown	Unknown	Unknown	[1655]	ASV1655	c_Tremellomycetes [1655]
ASV1656	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	Unknown	[1656]	ASV1656	g_Mortierella [1656]
ASV1657	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Sclerotiniaceae	Unknown	Unknown	[1657]	ASV1657	f_Sclerotiniaceae [1657]
ASV1658	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1658]	ASV1658	p_Rozellomycota [1658]
ASV1659	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__Ambisporaceae	Unknown	Unknown	[1659]	ASV1659	f_Ambisporaceae [1659]
ASV1660	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae	g__Geastrumia	s__polystigmatis	[1660]	ASV1660	g_Geastrumia s  polystigmatis [1660]
ASV1661	k__Fungi	p__Ascomycota	c__Sordariomycetes	Unknown	Unknown	Unknown	Unknown	[1661]	ASV1661	c_Sordariomycetes [1661]
ASV1662	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1662]	ASV1662	p_Rozellomycota [1662]
ASV1663	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Branch06	Unknown	Unknown	Unknown	[1663]	ASV1663	o_Branch06 [1663]
ASV1664	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Cortinarius	s__poecilopus	[1664]	ASV1664	g_Cortinarius s  poecilopus [1664]
ASV1665	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Thelephorales	f__Thelephoraceae	g__Tomentella	Unknown	[1665]	ASV1665	g_Tomentella [1665]
ASV1666	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	Unknown	Unknown	[1666]	ASV1666	f_Ceratobasidiaceae [1666]
ASV1667	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1667]	ASV1667	p_Ascomycota [1667]
ASV1668	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	Unknown	Unknown	Unknown	[1668]	ASV1668	o_Pleosporales [1668]
ASV1669	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__Umbelopsidales	f__Umbelopsidaceae	g__Umbelopsis	s__changbaiensis	[1669]	ASV1669	g_Umbelopsis s  changbaiensis [1669]
ASV1670	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae	g__Zymoseptoria	Unknown	[1670]	ASV1670	g_Zymoseptoria [1670]
ASV1671	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	Unknown	Unknown	[1671]	ASV1671	f_Herpotrichiellaceae [1671]
ASV1672	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Rhizophagus	Unknown	[1672]	ASV1672	g_Rhizophagus [1672]
ASV1673	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1673]	ASV1673	p_Ascomycota [1673]
ASV1674	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	Unknown	Unknown	Unknown	[1674]	ASV1674	o_Archaeosporales [1674]
ASV1675	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Syzygosporaceae	g__Syzygospora	Unknown	[1675]	ASV1675	g_Syzygospora [1675]
ASV1676	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	g__Phaeothecoidea	Unknown	[1676]	ASV1676	g_Phaeothecoidea [1676]
ASV1677	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Phacidiales	f__Phacidiaceae	g__Allantophomopsis	s__cytisporea	[1677]	ASV1677	g_Allantophomopsis s  cytisporea [1677]
ASV1678	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	Unknown	Unknown	Unknown	[1678]	ASV1678	o_Microascales [1678]
ASV1679	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1679]	ASV1679	p_Rozellomycota [1679]
ASV1680	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Typhulaceae	Unknown	Unknown	[1680]	ASV1680	f_Typhulaceae [1680]
ASV1681	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Kriegeriales	f__Kriegeriaceae	g__Phenoliferia	s__psychrophenolica	[1681]	ASV1681	g_Phenoliferia s  psychrophenolica [1681]
ASV1682	k__Fungi	p__Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1682]	ASV1682	p_Basidiomycota [1682]
ASV1683	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Venturiaceae	g__Pseudoanungitea	s__vaccinii	[1683]	ASV1683	g_Pseudoanungitea s  vaccinii [1683]
ASV1684	k__Fungi	p__Ascomycota	c__Leotiomycetes	Unknown	Unknown	Unknown	Unknown	[1684]	ASV1684	c_Leotiomycetes [1684]
ASV1685	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1685]	ASV1685	p_Rozellomycota [1685]
ASV1686	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	s__stellatum	[1686]	ASV1686	g_Trichoderma s  stellatum [1686]
ASV1687	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1687]	ASV1687	p_Ascomycota [1687]
ASV1688	k__Fungi	p__Basidiobolomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1688]	ASV1688	p_Basidiobolomycota [1688]
ASV1689	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	Unknown	Unknown	Unknown	[1689]	ASV1689	o_Cantharellales [1689]
ASV1690	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Meliniomyces	Unknown	[1690]	ASV1690	g_Meliniomyces [1690]
ASV1691	k__Fungi	p__Chytridiomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1691]	ASV1691	p_Chytridiomycota [1691]
ASV1692	k__Fungi	p__Ascomycota	c__Lecanoromycetes	Unknown	Unknown	Unknown	Unknown	[1692]	ASV1692	c_Lecanoromycetes [1692]
ASV1693	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Phaeosphaeria	s__ampeli	[1693]	ASV1693	g_Phaeosphaeria s  ampeli [1693]
ASV1694	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__Umbelopsidales	f__Umbelopsidaceae	g__Umbelopsis	Unknown	[1694]	ASV1694	g_Umbelopsis [1694]
ASV1695	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1695]	ASV1695	p_Rozellomycota [1695]
ASV1696	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__roseopurpureum	[1696]	ASV1696	g_Penicillium s  roseopurpureum [1696]
ASV1697	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Mrakiaceae	g__Itersonilia	s__pannonica	[1697]	ASV1697	g_Itersonilia s  pannonica [1697]
ASV1698	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	Unknown	Unknown	[1698]	ASV1698	f_Bionectriaceae [1698]
ASV1699	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1699]	ASV1699	p_Ascomycota [1699]
ASV1700	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Tremellaceae	g__Tremella	Unknown	[1700]	ASV1700	g_Tremella [1700]
ASV1701	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Cortinarius	Unknown	[1701]	ASV1701	g_Cortinarius [1701]
ASV1702	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	Unknown	[1702]	ASV1702	g_Preussia [1702]
ASV1703	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Thelebolales	f__Pseudeurotiaceae	g__Geomyces	s__auratus	[1703]	ASV1703	g_Geomyces s  auratus [1703]
ASV1704	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__Umbelopsidales	f__Umbelopsidaceae	g__Umbelopsis	s__changbaiensis	[1704]	ASV1704	g_Umbelopsis s  changbaiensis [1704]
ASV1705	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae	g__Trechispora	s__stellulata	[1705]	ASV1705	g_Trechispora s  stellulata [1705]
ASV1706	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Leucosporidiales	Unknown	Unknown	Unknown	[1706]	ASV1706	o_Leucosporidiales [1706]
ASV1707	k__Fungi	p__Blastocladiomycota	c__Blastocladiomycetes	o__GS15	Unknown	Unknown	Unknown	[1707]	ASV1707	o_GS15 [1707]
ASV1708	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Coryneliales	f__Coryneliaceae	Unknown	Unknown	[1708]	ASV1708	f_Coryneliaceae [1708]
ASV1709	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Podospora	s__glutinoides	[1709]	ASV1709	g_Podospora s  glutinoides [1709]
ASV1710	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1710]	ASV1710	p_Ascomycota [1710]
ASV1711	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Meliniomyces	Unknown	[1711]	ASV1711	g_Meliniomyces [1711]
ASV1712	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	Unknown	Unknown	Unknown	[1712]	ASV1712	o_Tremellales [1712]
ASV1713	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Filobasidiaceae	g__Naganishia	s__diffluens	[1713]	ASV1713	g_Naganishia s  diffluens [1713]
ASV1714	k__Fungi	p__Basidiomycota	c__Pucciniomycetes	o__Septobasidiales	f__Septobasidiaceae	g__Septobasidium	Unknown	[1714]	ASV1714	g_Septobasidium [1714]
ASV1715	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleraceae	g__Genolevuria	s__tibetensis	[1715]	ASV1715	g_Genolevuria s  tibetensis [1715]
ASV1716	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__Umbelopsidales	f__Umbelopsidaceae	g__Umbelopsis	Unknown	[1716]	ASV1716	g_Umbelopsis [1716]
ASV1717	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Chaetosphaeriales	f__Chaetosphaeriaceae	g__Chaetosphaeria	s__vermicularioides	[1717]	ASV1717	g_Chaetosphaeria s  vermicularioides [1717]
ASV1718	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__Umbelopsidales	f__Umbelopsidaceae	g__Umbelopsis	s__ovata	[1718]	ASV1718	g_Umbelopsis s  ovata [1718]
ASV1719	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Trimorphomycetaceae	g__Saitozyma	s__podzolica	[1719]	ASV1719	g_Saitozyma s  podzolica [1719]
ASV1720	k__Fungi	p__Ascomycota	c__Leotiomycetes	Unknown	Unknown	Unknown	Unknown	[1720]	ASV1720	c_Leotiomycetes [1720]
ASV1721	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	s__boleticola	[1721]	ASV1721	g_Candida s  boleticola [1721]
ASV1722	k__Fungi	p__Kickxellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1722]	ASV1722	p_Kickxellomycota [1722]
ASV1723	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Podospora	Unknown	[1723]	ASV1723	g_Podospora [1723]
ASV1724	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	Unknown	[1724]	ASV1724	g_Schizothecium [1724]
ASV1725	k__Fungi	p__Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1725]	ASV1725	p_Basidiomycota [1725]
ASV1726	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae	g__Trechispora	Unknown	[1726]	ASV1726	g_Trechispora [1726]
ASV1727	k__Fungi	p__Ascomycota	c__Leotiomycetes	Unknown	Unknown	Unknown	Unknown	[1727]	ASV1727	c_Leotiomycetes [1727]
ASV1728	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	Unknown	Unknown	Unknown	[1728]	ASV1728	o_Tremellales [1728]
ASV1729	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporales_fam_Incertae_sedis	g__Shiraia	s__bambusicola	[1729]	ASV1729	g_Shiraia s  bambusicola [1729]
ASV1730	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Sporidiobolales	Unknown	Unknown	Unknown	[1730]	ASV1730	o_Sporidiobolales [1730]
ASV1731	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Acephala	s__applanata	[1731]	ASV1731	g_Acephala s  applanata [1731]
ASV1732	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae	g__Subplenodomus	s__valerianae	[1732]	ASV1732	g_Subplenodomus s  valerianae [1732]
ASV1733	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	Unknown	Unknown	Unknown	[1733]	ASV1733	o_Chaetothyriales [1733]
ASV1734	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Filosporella	Unknown	[1734]	ASV1734	g_Filosporella [1734]
ASV1735	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	g__Cryptosporiopsis	Unknown	[1735]	ASV1735	g_Cryptosporiopsis [1735]
ASV1736	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Botryobasidiaceae	g__Botryobasidium	s__subcoronatum	[1736]	ASV1736	g_Botryobasidium s  subcoronatum [1736]
ASV1737	k__Fungi	p__Ascomycota	c__Sordariomycetes	Unknown	Unknown	Unknown	Unknown	[1737]	ASV1737	c_Sordariomycetes [1737]
ASV1738	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Phacidiales	f__Phacidiaceae	g__Darkera	s__picea	[1738]	ASV1738	g_Darkera s  picea [1738]
ASV1739	k__Fungi	p__Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1739]	ASV1739	p_Basidiomycota [1739]
ASV1740	k__Fungi	p__Ascomycota	c__Sordariomycetes	Unknown	Unknown	Unknown	Unknown	[1740]	ASV1740	c_Sordariomycetes [1740]
ASV1741	k__Fungi	p__Basidiobolomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1741]	ASV1741	p_Basidiobolomycota [1741]
ASV1742	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1742]	ASV1742	p_Rozellomycota [1742]
ASV1743	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Sympoventuriaceae	Unknown	Unknown	[1743]	ASV1743	f_Sympoventuriaceae [1743]
ASV1744	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[1744]	ASV1744	o_Helotiales [1744]
ASV1745	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Hypomyces	Unknown	[1745]	ASV1745	g_Hypomyces [1745]
ASV1746	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	Unknown	Unknown	[1746]	ASV1746	f_Herpotrichiellaceae [1746]
ASV1747	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1747]	ASV1747	p_Rozellomycota [1747]
ASV1748	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Phanerochaetaceae	g__Phanerochaete	s__sordida	[1748]	ASV1748	g_Phanerochaete s  sordida [1748]
ASV1749	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1749]	ASV1749	p_Ascomycota [1749]
ASV1750	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Phacidiales	f__Phacidiaceae	g__Phacidium	s__pseudophacidioides	[1750]	ASV1750	g_Phacidium s  pseudophacidioides [1750]
ASV1751	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__gemmifera	[1751]	ASV1751	g_Mortierella s  gemmifera [1751]
ASV1752	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiomycetes_ord_Incertae_sedis	f__Symmetrosporaceae	g__Symmetrospora	Unknown	[1752]	ASV1752	g_Symmetrospora [1752]
ASV1753	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	g__Clavulinopsis	Unknown	[1753]	ASV1753	g_Clavulinopsis [1753]
ASV1754	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1754]	ASV1754	p_Ascomycota [1754]
ASV1755	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[1755]	ASV1755	p_Ascomycota [1755]
